shipment_id,ship_date,expected_delivery,actual_delivery,region,carrier,warehouse,customer,distance_km,freight_cost,weight_kg,shipment_status
SHP-00009,2024-03-19,2024-03-21,2024-03-21,West,ReliableCo,WH-02,Prime Co,242.72,221.97,8.55,Delivered
SHP-03323,2024-10-16,2024-10-17,2024-10-18,East,QuickMove,WH-03,Prime Inc,164.49,143.23,38.16,Returned
SHP-01933,2024-05-28,2024-05-31,2024-06-01,South,FastShip,WH-07,Global Group,306.0,330.91,23.82,Delivered
SHP-02958,2024-11-28,2024-12-01,2024-12-02,North,FastShip,WH-07,Omega Ltd,149.78,114.95,13.04,Delivered
SHP-01145,2024-08-07,2024-08-09,2024-08-10,North,ReliableCo,WH-06,Delta Industries,120.76,76.89,35.95,Delivered
SHP-00587,2024-03-22,2024-03-25,2024-03-27,South,GlobalFreight,WH-03,Delta Ltd,67.22,30.68,10.98,Delivered
SHP-04119,2025-05-23,2025-05-25,2025-05-26,East,ReliableCo,WH-01,Global LLC,356.07,198.36,17.89,Delayed
SHP-00145,2024-04-08,2024-04-11,2024-04-11,West,QuickMove,WH-08,Acme Group,281.85,155.62,44.73,Delayed
SHP-03633,2024-08-12,2024-08-15,2024-08-15,East,FastShip,WH-01,Acme Partners,547.92,439.56,20.31,Delivered
SHP-01962,2024-12-31,2025-01-03,2025-01-04,North,FastShip,WH-07,Sigma Solutions,636.37,455.81,21.09,Delivered
SHP-03719,2025-03-11,2025-03-12,2025-03-13,East,ReliableCo,WH-01,Prime Ltd,258.17,225.34,15.61,Delivered
SHP-02837,2024-05-29,2024-06-01,2024-06-01,West,ReliableCo,WH-06,Prime Partners,261.7,181.98,51.47,In Transit
SHP-04950,2024-11-28,2024-12-01,2024-12-01,West,GlobalFreight,WH-07,,177.84,142.46,19.65,Delivered
SHP-02405,2025-05-05,2025-05-09,2025-05-09,South,GlobalFreight,WH-09,Beta Inc,449.99,408.65,12.76,Delivered
SHP-00152,2024-10-18,2024-10-20,2024-10-21,North,FastShip,WH-05,Beta Industries,313.58,230.15,8.4,Delivered
SHP-03091,2025-03-18,2025-03-22,2025-03-23,North,GlobalFreight,WH-06,Global Enterprises,616.5,466.22,14.22,Delivered
SHP-03923,2025-03-12,2025-03-14,2025-03-14,Central,FastShip,WH-03,Sigma Enterprises,297.66,288.01,7.55,Delayed
SHP-01722,2024-07-02,2024-07-03,2024-07-03,East,SpeedEx,WH-06,Prime Co,272.65,199.29,71.09,Delayed
SHP-00627,2024-01-10,2024-01-13,2024-01-13,West,GlobalFreight,WH-05,Delta Group,127.6,189.45,48.0,Delivered
SHP-03411,2024-07-05,2024-07-07,2024-07-07,south,GlobalFreight,WH-07,Acme Corp,205.19,29.96,8.06,Delivered
SHP-05000,2024-05-06,2024-05-10,2024-05-11,South,ReliableCo,WH-09,Acme Group,559.15,610.99,6.46,Delivered
SHP-03999,2024-10-19,2024-10-22,2024-10-22,North,QuickMove,WH-03,Beta Ltd,323.34,216.92,27.92,Delivered
SHP-01129,2024-09-11,2024-09-13,2024-09-13,West,ReliableCo,WH-03,Omega Industries,171.83,122.76,10.6,Delivered
SHP-03216,2024-05-12,2024-05-14,2024-05-14,West,SpeedEx,WH-01,Beta LLC,654.57,807.35,7.26,In Transit
SHP-02907,2024-05-17,2024-05-20,2024-05-19,East,QuickMove,WH-07,Alpha Group,903.6,565.77,12.95,Delivered
SHP-03003,2025-06-28,2025-06-30,2025-06-30,Central,FastShip,WH-07,Prime Co,196.21,148.78,34.86,Delayed
SHP-01421,2024-09-15,2024-09-16,2024-09-17,South,ReliableCo,WH-07,Acme Enterprises,138.28,75.86,20.77,In Transit
SHP-02754,2024-05-03,2024-05-06,2024-05-06,Central,ReliableCo,WH-06,Alpha Ltd,225.84,211.91,21.19,Delivered
SHP-00492,2024-09-14,2024-09-15,2024-09-15,North,SpeedEx,WH-03,Global LLC,341.51,358.81,18.07,Delivered
SHP-01352,2025-05-30,2025-05-31,2025-06-01,West,FastShip,WH-04,Global Inc,146.8,91.06,44.93,Delivered
SHP-01887,2025-04-04,2025-04-08,2025-04-08,North,FastShip,WH-03,Beta Corp,461.69,393.26,10.11,Delayed
SHP-04307,2024-09-23,2024-09-26,2024-09-27,East,GlobalFreight,WH-04,Sigma Inc,515.2,82.98,23.82,Delivered
SHP-00298,2024-08-20,2024-08-22,2024-08-22,Central,GlobalFreight,WH-08,Omega Inc,340.37,214.98,7.89,In Transit
SHP-02553,2024-07-07,2024-07-08,2024-07-08,East,FastShip,WH-07,Alpha Group,246.17,197.76,26.62,Delivered
SHP-04918,2025-04-18,2025-04-19,2025-04-19,East,SpeedEx,WH-09,Global Ltd,156.03,113.82,10.42,Delayed
SHP-01175,2025-06-20,2025-06-23,2025-06-24,East,GlobalFreight,WH-10,Beta Solutions,332.32,211.98,14.46,Delayed
SHP-01211,2024-08-08,2024-08-09,2024-08-09,West,QuickMove,WH-09,Sigma Co,150.83,115.92,18.19,Delivered
SHP-01136,2024-11-20,2024-11-21,2024-11-24,South,QuickMove,WH-05,Prime Group,131.09,67.89,13.22,Delivered
SHP-04504,2025-03-11,2025-03-13,2025-03-14,South,GlobalFreight,WH-09,Delta Corp,659.96,358.66,15.06,Delivered
SHP-04182,2024-11-07,2024-11-09,2024-11-09,North,ReliableCo,WH-10,Alpha LLC,362.7,241.8,15.29,Delivered
SHP-04308,2024-12-03,2024-12-04,2024-12-05,Central,reliable co,WH-03,Omega LLC,221.28,211.59,50.55,Delivered
SHP-00101,2024-08-04,2024-08-06,2024-08-06,East,ReliableCo,WH-04,Global LLC,94.0,70.6,20.76,Delivered
SHP-02866,2024-07-16,2024-07-19,2024-07-20,South,QuickMove,WH-05,Alpha Inc,348.3,223.7,6.98,Delayed
SHP-00506,2025-02-12,2025-02-14,2025-02-15,North,GlobalFreight,WH-04,Acme Inc,253.65,255.73,8.04,Delivered
SHP-03039,2025-05-26,2025-05-28,2025-05-28,Central,ReliableCo,WH-06,Sigma Solutions,496.14,441.58,10.33,Delivered
SHP-04168,2025-05-01,2025-05-02,2025-05-02,South,SpeedEx,WH-01,Omega Enterprises,257.57,174.72,11.73,Delivered
SHP-02810,2024-12-11,2024-12-14,2024-12-15,south,SpeedEx,WH-03,Sigma Enterprises,111.26,126.93,21.98,Delivered
SHP-02992,2024-10-16,2024-10-19,2024-10-20,South,QuickMove,WH-02,Alpha LLC,149.15,105.57,59.2,Delivered
SHP-03703,2024-11-11,2024-11-12,2024-11-12,North,SpeedEx,WH-03,Delta Ltd,157.95,145.68,32.41,Delivered
SHP-03621,2024-11-28,2024-11-29,2024-11-29,North,QUICKMOVE,WH-03,Prime Co,146.16,85.08,25.7,Delivered
SHP-01323,2025-06-20,2025-06-23,2025-06-24,South,SpeedEx,WH-07,Delta LLC,170.19,254.17,27.65,Delivered
SHP-02424,2024-08-16,2024-08-21,2024-08-21,Central,ReliableCo,WH-09,Alpha Co,1116.8,786.05,11.5,Delivered
SHP-03476,2024-03-15,2024-03-17,2024-03-17,Central,GlobalFreight,WH-09,Acme LLC,237.33,139.07,11.48,Delivered
SHP-00804,2024-08-21,2024-08-23,2024-08-23,Central,QuickMove,WH-04,Alpha Inc,665.36,514.7,69.91,Delivered
SHP-04934,2024-06-29,2024-06-30,2024-06-30,West,GlobalFreight,WH-01,Beta Corp,226.1,216.32,7.47,Delivered
SHP-01254,2024-08-05,2024-08-07,2024-08-07,North,FastShip,WH-03,Omega LLC,245.98,211.91,14.04,Delivered
SHP-03165,2025-04-28,2025-05-02,2025-05-03,West,QuickMove,WH-07,Prime Inc,548.29,409.75,30.92,Delivered
SHP-04257,2024-11-11,2024-11-12,2024-11-12,Central,FastShip,WH-03,Prime Group,180.8,146.88,18.3,Delivered
SHP-03366,2024-08-03,2024-08-06,2024-08-06,North,GlobalFreight,,Sigma Industries,193.54,156.6,9.25,Delivered
SHP-02623,2024-12-08,2024-12-10,2024-12-10,West,ReliableCo,WH-01,Sigma Ltd,135.44,74.27,21.32,Delivered
SHP-02183,2024-08-31,2024-09-02,2024-09-02,Central,FastShip,WH-06,Global LLC,313.53,245.28,18.33,Delivered
SHP-04230,2025-06-20,2025-06-21,2025-06-21,West,QuickMove,WH-07,Prime Co,177.0,115.01,24.96,In Transit
SHP-01296,2024-07-10,2024-07-11,2024-07-11,South,QuickMove,WH-06,Omega Corp,279.0,189.7,25.98,Delivered
SHP-00415,2025-04-24,2025-04-25,2025-04-26,East,ReliableCo,WH-06,Delta Partners,270.72,148.54,44.61,In Transit
SHP-04951,2025-02-15,2025-02-18,2025-02-18,West,QuickMove,WH-08,Global Partners,769.13,586.76,19.4,Delivered
SHP-02842,2025-06-23,2025-06-26,2025-06-26,North,SpeedEx,WH-07,Sigma LLC,213.58,210.73,66.88,Delivered
SHP-03027,2025-03-29,2025-03-30,2025-03-29,Central,FastShip,WH-05,,323.19,267.91,82.47,Delivered
SHP-04650,2024-01-14,2024-01-16,2024-01-16,East,ReliableCo,WH-07,Alpha Solutions,159.04,114.56,9.11,Delivered
SHP-00656,2024-08-19,2024-08-22,2024-08-23,East,GlobalFreight,WH-05,Global Partners,373.42,233.44,53.91,Delayed
SHP-01570,2024-03-14,2024-03-17,2024-03-17,Central,GlobalFreight,WH-02,Sigma Ltd,422.47,100.23,20.9,Delivered
SHP-01704,2025-03-12,2025-03-15,2025-03-14,North,QuickMove,WH-09,Global Partners,148.05,82.55,22.76,Delayed
SHP-02991,2024-04-11,2024-04-14,2024-04-15,South,QuickMove,WH-04,,247.32,143.38,10.04,Delivered
SHP-03435,2024-02-06,2024-02-09,2024-02-09,Central,QuickMove,WH-04,Beta Solutions,372.05,256.99,5.43,Delivered
SHP-00231,2024-02-03,2024-02-06,2024-02-06,North,GlobalFreight,WH-03,Delta Solutions,466.0,298.19,12.3,Delivered
SHP-01893,2024-10-26,2024-10-28,2024-10-28,Central,Quick Move,WH-01,Omega Group,495.67,293.15,20.51,Delivered
SHP-04052,2024-05-28,2024-05-31,2024-05-31,East,FastShip,WH-04,Beta Inc,256.5,272.36,14.46,Delivered
SHP-02744,2024-10-18,2024-10-20,2024-10-21,Central,QuickMove,WH-10,Alpha Solutions,733.95,442.7,23.9,Delivered
SHP-03180,2025-01-31,2025-02-03,2025-02-03,South,FastShip,WH-05,Sigma Inc,228.57,260.74,10.39,In Transit
SHP-04151,2024-05-03,2024-05-06,2024-05-06,Central,GlobalFreight,WH-05,Alpha LLC,325.06,142.84,17.3,Delivered
SHP-02878,2025-02-05,2025-02-09,2025-02-10,NORTH,GlobalFreight,WH-04,Prime Inc,498.2,449.64,21.45,Delayed
SHP-03064,2024-01-11,2024-01-16,2024-01-17,West,Global Freight,WH-06,Global Co,1013.33,96.06,12.23,Delivered
SHP-02087,2025-03-16,2025-03-17,2025-03-17,West,SpeedEx,WH-01,Prime Enterprises,74.15,74.58,25.06,Delivered
SHP-00658,2025-03-01,2025-03-02,2025-03-02,North,GlobalFreight,WH-07,Sigma Partners,187.57,129.23,27.78,Delivered
SHP-02814,2024-07-12,2024-07-13,2024-07-13,East,FastShip,WH-06,Prime Ltd,146.1,117.51,31.01,Delayed
SHP-03110,2024-10-03,2024-10-06,2024-10-07,South,SpeedEx,WH-06,Delta Corp,294.58,341.02,32.17,Delivered
SHP-02446,2025-01-20,2025-01-23,2025-01-24,Central,ReliableCo,WH-10,Acme Solutions,185.93,98.18,25.19,Delivered
SHP-01201,2024-10-07,2024-10-10,2024-10-10,North,ReliableCo,WH-06,Delta Ltd,331.69,156.2,12.24,Delivered
SHP-02716,2025-03-07,2025-03-09,2025-03-09,Central,GlobalFreight,WH-04,Beta Corp,223.68,133.38,15.96,Delivered
SHP-04195,2025-05-14,2025-05-16,2025-05-17,West,SpeedEx,WH-01,Delta Solutions,330.55,368.24,19.06,Delivered
SHP-02198,2024-01-15,2024-01-17,2024-01-17,Central,GlobalFreight,WH-01,Omega Ltd,367.81,0.01,14.93,Delivered
SHP-01127,2024-05-02,2024-05-03,2024-05-04,South,GlobalFreight,WH-02,Global Group,215.2,173.7,24.19,Delivered
SHP-04483,2024-04-29,2024-05-03,2024-05-03,South,SpeedEx,WH-06,Omega LLC,860.66,698.5,18.81,In Transit
SHP-04409,2025-05-01,2025-05-04,2025-05-05,South,GlobalFreight,WH-09,Delta LLC,378.89,204.24,24.96,Delivered
SHP-01870,2025-06-23,2025-06-25,2025-06-26,Central,GlobalFreight,WH-08,Sigma Inc,63.6,74.77,15.69,Delivered
SHP-04616,2024-10-09,2024-10-12,2024-10-12,West,FastShip,WH-07,Delta Solutions,433.01,334.5,17.06,Delayed
SHP-00927,2025-04-21,2025-04-22,2025-04-22,West,GlobalFreight,WH-10,Alpha Co,224.93,99.56,51.76,Delayed
SHP-03414,2024-08-02,2024-08-04,2024-08-04,West,FastShip,WH-02,Global LLC,547.73,504.42,16.09,Delayed
SHP-04439,2024-07-09,2024-07-11,2024-07-12,Central,ReliableCo,WH-04,Omega LLC,760.85,433.2,6.03,Delivered
SHP-03517,2024-07-21,2024-07-23,2024-07-24,East,GlobalFreight,WH-08,Global Enterprises,237.11,189.92,10.37,Delivered
SHP-01676,2024-09-29,2024-10-03,2024-10-03,North,ReliableCo,WH-08,Sigma Inc,500.02,153.03,7.54,Delivered
SHP-01670,2025-06-18,2025-06-19,2025-06-19,Central,GlobalFreight,WH-08,Alpha Co,249.21,100.71,13.67,Delivered
SHP-01050,2024-03-15,2024-03-19,2024-03-19,Central,ReliableCo,WH-05,Beta Solutions,472.66,70.18,29.96,Delivered
SHP-02835,2024-01-12,2024-01-14,2024-01-14,South,SpeedEx,WH-05,Prime Corp,280.83,546.05,28.82,Delivered
SHP-03096,2024-09-13,2024-09-15,2024-09-18,South,SpeedEx,WH-04,Alpha Partners,233.6,217.08,15.6,Delayed
SHP-00150,2024-12-03,2024-12-04,2024-12-03,West,ReliableCo,WH-04,Global LLC,208.11,137.59,26.16,In Transit
SHP-00427,2024-07-03,2024-07-04,2024-07-04,south,FastShip,WH-08,Global Industries,312.9,297.53,75.94,In Transit
SHP-02058,2025-06-02,2025-06-04,2025-06-05,East,GlobalFreight,WH-08,Global Inc,211.04,127.03,5.51,In Transit
SHP-04010,2024-01-19,2024-01-21,2024-01-22,North,SpeedEx,WH-09,Delta Solutions,325.3,300.68,18.8,Delivered
SHP-00578,2024-02-05,2024-02-07,2024-02-08,East,ReliableCo,WH-03,Acme Partners,337.21,231.28,70.57,Delayed
SHP-02969,2024-10-31,2024-11-02,2024-11-02,Central,FastShip,WH-02,Beta Co,312.65,249.04,6.91,Delivered
SHP-03698,2025-04-07,2025-04-09,2025-04-09,North,GlobalFreight,WH-02,Omega Corp,198.38,133.88,18.12,Delivered
SHP-00013,2024-11-07,2024-11-09,2024-11-08,West,QuickMove,WH-01,Beta Corp,300.72,220.25,,Delivered
SHP-00094,2024-05-07,2024-05-10,2024-05-11,South,GlobalFreight,WH-10,Global Group,584.46,728.21,11.74,Delivered
SHP-03319,2024-03-18,2024-03-22,2024-03-22,West,SpeedEx,WH-10,Alpha Group,547.19,620.42,7.29,Delivered
SHP-01546,2025-06-24,2025-06-27,2025-06-27,Central,QuickMove,WH-07,Acme Ltd,436.37,230.0,78.81,Delivered
SHP-02074,2025-05-27,2025-05-29,2025-05-31,East,GlobalFreight,WH-08,Prime Co,396.61,342.96,41.23,Delivered
SHP-03765,2024-09-09,2024-09-10,2024-09-09,North,SpeedEx,WH-06,Alpha Inc,190.2,300.14,10.42,Delivered
SHP-00423,2024-06-23,2024-06-26,2024-06-26,West,ReliableCo,WH-01,Alpha Industries,290.03,251.55,14.4,Delivered
SHP-02645,2025-01-20,2025-01-21,2025-01-21,North,SpeedEx,WH-01,Delta LLC,218.8,261.93,16.64,Delayed
SHP-01863,2024-09-13,2024-09-17,2024-09-17,North,GlobalFreight,WH-10,Beta Co,514.04,237.79,28.01,In Transit
SHP-01742,2024-12-01,2024-12-03,2024-12-03,North,GlobalFreight,WH-04,Beta Group,275.08,117.31,19.03,Delivered
SHP-04784,2024-05-27,2024-05-30,2024-05-30,North,GlobalFreight,WH-04,Acme Corp,365.96,112.35,5.7,Delivered
SHP-03016,2025-01-22,2025-01-24,2025-01-24,South,FastShip,WH-06,Sigma Enterprises,173.09,131.44,,Delivered
SHP-00970,2024-03-16,2024-03-19,2024-03-20,North,QuickMove,WH-01,Alpha Co,432.68,236.56,17.51,Delivered
SHP-01627,2025-01-20,2025-01-23,2025-01-23,South,GlobalFreight,WH-05,Delta Co,463.69,454.69,28.33,Delivered
SHP-01076,2025-05-15,2025-05-17,2025-05-16,West,GlobalFreight,WH-10,Alpha Group,189.78,58.41,32.86,Delivered
SHP-04716,2024-12-13,2024-12-15,2024-12-16,Central,Reliable Co,WH-10,Delta Group,239.71,128.14,31.96,Delivered
SHP-02012,2024-04-19,2024-04-21,2024-04-22,South,GlobalFreight,WH-05,Acme Inc,433.51,178.27,12.25,Delayed
SHP-00600,2024-03-28,2024-03-30,2024-03-30,West,QuickMove,WH-08,Sigma Inc,140.74,101.43,21.08,Delivered
SHP-04074,2024-05-09,2024-05-11,2024-05-12,Central,SpeedEx,WH-04,Omega LLC,229.26,169.26,55.56,In Transit
SHP-01282,2024-05-30,2024-06-02,2024-06-02,North,GlobalFreight,WH-02,Omega Industries,370.0,191.62,19.89,Delivered
SHP-00752,2025-05-30,2025-06-01,2025-06-01,North,QuickMove,WH-01,Acme Group,341.7,255.8,6.8,Delayed
SHP-04447,2025-05-29,2025-06-01,2025-06-02,East,QuickMove,WH-09,Beta Ltd,194.17,141.46,25.16,Delivered
SHP-02078,2025-05-31,2025-06-02,2025-06-02,West,GlobalFreight,WH-06,Alpha Corp,166.55,54.83,132.8,In Transit
SHP-04097,2025-02-06,2025-02-07,2025-02-06,West,SpeedEx,WH-06,Global Partners,157.33,185.13,22.29,Delivered
SHP-03784,2024-02-21,2024-02-24,2024-02-25,South,ReliableCo,WH-02,Alpha Co,163.97,134.74,69.85,Delayed
SHP-02539,2025-04-11,2025-04-14,2025-04-14,South,FastShip,WH-09,Global Partners,186.01,160.26,42.06,Delivered
SHP-01700,2024-02-11,2024-02-14,2024-02-15,North,GlobalFreight,WH-10,Alpha Enterprises,616.15,317.54,47.54,Delivered
SHP-01533,2024-04-27,2024-04-28,2024-04-28,Central,FastShip,WH-01,Omega Enterprises,149.95,134.25,13.69,Delivered
SHP-00394,2024-09-04,2024-09-06,2024-09-06,South,ReliableCo,WH-03,Delta Corp,291.82,246.09,19.59,Delivered
SHP-04032,2024-04-24,2024-04-26,2024-04-26,East,ReliableCo,WH-01,Prime Ltd,401.07,407.78,44.66,Delivered
SHP-03655,2024-02-21,2024-02-22,2024-02-22,East,QuickMove,WH-04,Beta Corp,168.46,139.8,30.87,Delivered
SHP-03139,2025-06-10,2025-06-12,2025-06-12,East,GlobalFreight,WH-08,Global Co,335.04,157.33,7.05,Delivered
SHP-02016,2025-02-01,2025-02-03,2025-02-04,Central,FastShip,WH-09,Acme Enterprises,260.65,162.79,40.33,Delivered
SHP-00133,2025-05-25,2025-05-28,2025-05-28,South,SpeedEx,WH-09,Acme Corp,285.95,360.2,6.28,Delivered
SHP-01698,2025-03-10,2025-03-11,2025-03-11,East,SpeedEx,WH-08,Acme Ltd,126.55,136.41,14.62,Delayed
SHP-03258,2025-02-01,2025-02-04,2025-02-04,Central,GlobalFreight,WH-01,Global Inc,172.06,129.56,13.45,Delayed
SHP-04998,2024-03-31,2024-04-03,2024-04-03,East,ReliableCo,WH-03,Global Group,830.43,827.59,14.47,Delivered
SHP-00585,2025-06-29,2025-06-30,2025-06-30,East ,GlobalFreight,WH-05,Sigma Corp,330.43,198.96,12.65,Delivered
SHP-04603,2025-06-11,2025-06-13,2025-06-13,North,ReliableCo,WH-01,Global Inc,95.52,92.51,30.56,Delivered
SHP-04911,2025-06-22,2025-06-23,2025-06-22,North,Fast Ship,WH-09,Beta Enterprises,250.11,154.53,25.66,Delayed
SHP-04765,2025-03-19,2025-03-20,2025-03-20,Central,Speed Ex,WH-04,Delta Partners,185.51,313.26,13.33,Delivered
SHP-00288,2024-11-01,2024-11-05,2024-11-05,Central,Speed Ex,WH-01,Global LLC,636.96,542.78,4.45,Delivered
SHP-04445,2024-03-15,2024-03-17,2024-03-17,North,GlobalFreight,WH-05,Alpha Partners,335.26,167.85,17.31,Delivered
SHP-03183,2024-03-27,2024-03-30,2024-03-30,East,QuickMove,WH-09,Prime Industries,252.08,132.15,29.95,Delivered
SHP-01506,2024-05-08,2024-05-10,2024-05-10,East,GlobalFreight,WH-09,Acme Co,284.2,383.0,16.57,In Transit
SHP-01438,2025-02-07,2025-02-10,2025-02-09,Central,GlobalFreight,WH-08,Acme Partners,242.08,141.96,8.47,Delivered
SHP-01938,2024-01-15,2024-01-18,2024-01-19,West,FastShip,WH-04,Prime Partners,379.13,323.51,25.07,Delivered
SHP-04900,2024-08-14,2024-08-15,2024-08-16,South,ReliableCo,WH-04,Delta Solutions,294.22,269.63,29.46,Delayed
SHP-00995,2024-12-25,2024-12-27,2024-12-28,East,QuickMove,WH-10,Sigma Corp,331.54,250.91,9.63,Delivered
SHP-02519,2024-01-06,2024-01-08,2024-01-09,North,QuickMove,WH-08,Beta Partners,442.62,350.46,16.16,Delivered
SHP-02698,2024-04-21,2024-04-23,2024-04-23,East,GlobalFreight,WH-10,Sigma Inc,86.03,44.94,14.18,Delayed
SHP-02975,2024-12-11,2024-12-12,2024-12-12,Central,GlobalFreight,WH-03,Acme Corp,200.59,17.44,41.51,Delivered
SHP-04397,2025-03-10,2025-03-12,2025-03-13,East,QuickMove,WH-04,Sigma Industries,193.74,119.88,23.28,Delivered
SHP-03549,2025-06-21,2025-06-22,2025-06-23,East,SpeedEx,WH-01,Delta Group,201.64,164.84,17.15,In Transit
SHP-02577,2025-04-13,2025-04-14,2025-04-14,South,FastShip,WH-02,Alpha Co,282.38,240.64,26.32,In Transit
SHP-01816,2024-02-22,2024-02-26,2024-02-26,CENTRAL,QuickMove,WH-01,Delta Industries,804.47,594.23,52.01,Delivered
SHP-03981,2024-06-14,2024-06-16,2024-06-16,South,QuickMove,WH-05,Prime Inc,264.97,222.1,46.14,Delivered
SHP-01053,2025-02-17,2025-02-20,2025-02-20,North,GlobalFreight,WH-10,Sigma Enterprises,146.33,76.55,13.78,Delivered
SHP-01243,2024-04-20,2024-04-22,2024-04-23,North,SpeedEx,WH-02,Beta Corp,205.06,303.94,18.98,Delayed
SHP-02846,2025-03-10,2025-03-11,2025-03-11,East,SpeedEx,WH-08,Sigma Ltd,326.13,242.18,7.43,Delivered
SHP-04981,2025-03-10,2025-03-11,2025-03-12,South,ReliableCo,WH-05,Acme Co,76.47,30.05,17.12,Delivered
SHP-04978,2025-01-19,2025-01-21,2025-01-21,South,GlobalFreight,WH-05,Beta Industries,299.91,128.3,5.55,Delivered
SHP-02765,2024-02-11,2024-02-13,2024-02-13,North,SpeedEx,WH-02,Alpha LLC,147.86,141.5,35.54,Delivered
SHP-04442,2025-03-11,2025-03-15,2025-03-16,South,SpeedEx,WH-01,Delta Enterprises,422.14,503.29,20.99,In Transit
SHP-02674,2024-10-30,2024-11-02,2024-11-03,South,GlobalFreight,WH-02,Omega LLC,464.58,374.18,9.45,Delivered
SHP-04303,2025-01-16,2025-01-19,2025-01-19,East,Fast Ship,WH-02,Beta Co,140.63,101.93,19.23,Delivered
SHP-04571,2024-07-29,2024-07-30,2024-07-31,Central,ReliableCo,WH-05,Beta Solutions,60.77,38.28,40.91,Delivered
SHP-03964,2025-05-24,2025-05-26,2025-05-26,South,QuickMove,WH-09,Global Inc,125.72,76.14,25.19,Delivered
SHP-01724,2025-04-16,2025-04-19,2025-04-19,North,FastShip,WH-08,Beta Enterprises,115.97,86.26,13.77,In Transit
SHP-03013,2024-09-20,2024-09-22,2024-09-22,East,QuickMove,WH-04,Omega LLC,450.57,363.85,,Delayed
SHP-02120,2024-05-17,2024-05-20,2024-05-20,South,FastShip,WH-05,Beta Industries,268.14,316.98,7.82,Delivered
SHP-01428,2024-03-20,2024-03-23,2024-03-24,North,FastShip,WH-06,Omega Ltd,153.84,132.77,9.72,In Transit
SHP-01944,2024-12-16,2024-12-19,2024-12-20,East,ReliableCo,WH-05,Beta Corp,205.56,187.71,30.62,Delivered
SHP-04995,2024-06-30,2024-07-02,2024-07-01,Central,FastShip,WH-04,Alpha Partners,156.7,149.97,25.27,In Transit
SHP-03008,2024-03-09,2024-03-11,2024-03-12,North,QuickMove,WH-07,Global Industries,105.41,78.33,8.83,Delayed
SHP-01324,2024-04-29,2024-05-01,2024-05-01,East,GlobalFreight,WH-01,Global Enterprises,99.71,99.4,17.84,Delivered
SHP-01205,2024-01-29,2024-02-02,2024-02-02,West,SpeedEx,WH-01,Delta Corp,540.37,679.19,16.52,Delayed
SHP-01271,2024-06-24,2024-06-27,2024-06-27,North,FastShip,WH-10,Acme Ltd,134.81,,9.5,Delivered
SHP-03779,2025-05-25,2025-05-27,2025-05-25,East,GlobalFreight,WH-01,Global Enterprises,201.93,64.64,12.94,Delivered
SHP-03455,2024-05-05,2024-05-08,2024-05-08,West,QuickMove,WH-07,Acme Solutions,257.34,191.51,22.62,Delivered
SHP-00539,2024-04-25,2024-04-28,2024-04-28,West,FastShip,WH-07,Global Co,247.78,163.77,13.05,Delivered
SHP-01617,2024-12-22,2024-12-25,2024-12-26,west,GlobalFreight,WH-02,Global Group,118.55,40.91,14.32,Delivered
SHP-02154,2024-03-08,2024-03-11,2024-03-11,South,FastShip,WH-07,Prime Industries,279.01,236.65,10.13,In Transit
SHP-04305,2024-09-11,2024-09-12,2024-09-13,South,SpeedEx,WH-10,Sigma Solutions,276.55,290.21,9.12,Delayed
SHP-04773,2024-05-13,2024-05-14,2024-05-13,East,GlobalFreight,WH-08,Prime Partners,86.92,14.67,14.35,Delivered
SHP-01439,2024-05-20,2024-05-24,2024-05-23,Central,FastShip,WH-04,Global Industries,563.73,462.62,9.68,Delivered
SHP-01184,2025-02-14,2025-02-15,2025-02-15,Central,SpeedEx,WH-04,Acme Enterprises,130.62,153.19,39.27,Delivered
SHP-01213,2024-11-24,2024-11-27,2024-11-27,East,ReliableCo,WH-04,Alpha Partners,174.67,39.31,119.62,Delivered
SHP-04322,2024-03-09,2024-03-12,2024-03-13,North,ReliableCo,WH-08,Delta Ltd,401.2,249.92,11.88,Delivered
SHP-04188,2024-04-02,2024-04-05,2024-04-05,Central,GlobalFreight,WH-08,Sigma LLC,226.33,285.94,44.45,Delivered
SHP-03680,2024-07-30,2024-08-01,2024-08-01,EAST,FastShip,WH-08,Sigma LLC,215.38,175.0,29.08,Delivered
SHP-02139,2024-02-02,2024-02-03,2024-02-03,West,ReliableCo,WH-01,Sigma Enterprises,335.69,315.07,22.8,Delayed
SHP-01534,2025-06-02,2025-06-06,2025-06-07,South,QuickMove,WH-07,Global Co,750.82,465.34,9.0,Delivered
SHP-00291,2024-02-05,2024-02-07,2024-02-08,Central,ReliableCo,WH-07,Beta Solutions,54.62,25.78,6.35,Delivered
SHP-03419,2024-10-10,2024-10-13,2024-10-13,Central,SpeedEx,WH-09,Beta Inc,1078.32,1128.32,36.82,Delivered
SHP-00487,2024-02-08,2024-02-11,2024-02-11,South,ReliableCo,,Sigma Industries,355.29,293.27,19.68,Delivered
SHP-00253,2025-02-25,2025-02-28,2025-03-01,South,ReliableCo,WH-09,Delta Corp,459.31,465.5,23.07,Delivered
SHP-03755,2024-07-29,2024-07-31,2024-08-01,South,GlobalFreight,WH-10,Sigma Partners,161.93,49.07,17.33,Delivered
SHP-03868,2024-09-05,2024-09-07,2024-09-07,North,GlobalFreight,WH-07,Sigma Enterprises,171.83,131.51,9.97,Delivered
